,Rank,Name,Team,League,Nation,OVR,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position,SHO,Finishing,Shot Power,Penalties,Reactions,Preferred foot
455,5037,Nikola Vasilj,FC St. Pauli,Bundesliga,Bosnia and Herzegovina,70,70,67,65,71,71,GK,67,9,49,16,68,Right
456,5037,Joe Willis,Nashville SC,MLS,United States,70,71,70,65,71,70,GK,70,8,49,22,63,Left
457,5037,Luca Zidane,Granada CF,LALIGA HYPERMOTION,France,70,72,67,66,71,70,GK,67,8,50,19,65,Right
458,5902,Aceves,R. Valladolid CF,LALIGA EA SPORTS,Spain,69,70,68,69,69,72,GK,68,10,52,14,57,Right
459,5902,Alan Aguerre,Lanús,Sudamericana,Argentina,69,71,66,62,70,72,GK,66,20,47,22,60,Right
460,5902,Mohammed Al Owais,Al Hilal,ROSHN Saudi League,Saudi Arabia,69,77,62,60,64,71,GK,62,20,45,19,70,Left
461,5902,Jak Alnwick,Cardiff City,EFL Championship,England,69,69,67,65,70,69,GK,67,14,49,47,65,Left
462,5902,Alejandro Araque,Dep. Táchira,Libertadores,Venezuela,69,73,66,64,64,69,GK,66,5,48,21,69,Left
463,5902,Fran Vieites,Real Betis,LALIGA EA SPORTS,Spain,69,72,63,73,66,68,GK,63,6,55,11,69,Right
464,5902,James Beadle,Sheffield Wed,EFL Championship,England,69,68,67,68,70,69,GK,67,6,51,13,60,Right
465,5902,Enrique Bologna,Defensa,Sudamericana,Argentina,69,69,65,71,70,71,GK,65,13,53,25,65,Right
466,5902,Sebastián Britos,Universitario,Libertadores,Uruguay,69,63,70,63,77,68,GK,70,19,47,26,58,Right
467,5902,Michael Brouwer,FC Utrecht,Eredivisie,Holland,69,72,68,65,64,67,GK,68,18,49,27,69,Right
468,5902,Diego Callai,Sporting CP,Liga Portugal,Brazil,69,68,65,66,71,71,GK,65,5,50,12,61,Right
469,5902,Nicolás Campisi,Unión,Primera División,Argentina,69,67,66,65,70,69,GK,66,6,49,14,65,Right
470,5902,Thiago Cardozo,Unión,Primera División,Uruguay,69,70,66,61,65,73,GK,66,14,46,25,70,Right
471,5902,Juan Camilo Chaverra,Deportes Tolima,Sudamericana,Colombia,69,72,65,61,66,76,GK,65,6,46,32,60,Right
472,5902,Valentin Cojocaru,Pogoń Szczecin,PKO BP Ekstraklasa,Romania,69,71,66,67,67,68,GK,66,17,50,13,68,Right
473,5902,Brad Collins,Coventry City,EFL Championship,England,69,70,64,71,69,70,GK,64,15,53,25,64,Right
474,5902,Charles,Vitória SC,Liga Portugal,Brazil,69,70,64,60,67,73,GK,64,13,45,18,65,Right
475,5902,Sebastiano Desplanches,Palermo,Serie BKT,Italy,69,70,65,66,68,72,GK,65,7,50,22,65,Left
476,5902,Ralf Fährmann,FC Schalke 04,Bundesliga 2,Germany,69,70,65,48,70,72,GK,65,11,36,21,70,Right
477,5902,Andrea Fulignati,Cremonese,Serie BKT,Italy,69,69,67,71,69,70,GK,67,20,53,22,60,Right
478,5902,Marius Gersbeck,Hertha BSC,Bundesliga 2,Germany,69,65,71,59,70,70,GK,71,17,44,24,66,Left
479,5902,Jakob Golz,Rot-Weiss Essen,3. Liga,Germany,69,70,64,59,68,71,GK,64,9,44,11,66,Right
480,5902,Alfred Gomis,Palermo,Serie BKT,Senegal,69,69,67,68,68,69,GK,67,16,51,23,70,Right
481,5902,Lennart Grill,Braunschweig,Bundesliga 2,Germany,69,73,64,61,65,72,GK,64,5,46,11,63,Right
482,5902,Patrik Gunnarsson,KV Kortrijk,1A Pro League,Iceland,69,68,72,73,68,70,GK,72,9,55,14,54,Right
483,5902,Régis Gurtner,Amiens SC,Ligue 2 BKT,France,69,66,67,68,69,65,GK,67,9,51,24,81,Right
484,5902,Warner Hahn,Hammarby IF,Allsvenskan,Suriname,69,69,65,70,67,70,GK,65,12,53,20,65,Right
485,5902,Ben Hamer,Sheffield Wed,EFL Championship,England,69,70,64,66,67,72,GK,64,20,50,22,64,Right
486,5902,Justin Hammel,GC Zürich,CSSL,Switzerland,69,69,68,67,69,74,GK,68,7,50,15,56,Right
487,5902,André Hansen,Odds BK,Eliteserien,Norway,69,69,68,68,70,69,GK,68,15,51,22,62,Right
488,5902,Alfonso Herrero,Málaga CF,LALIGA HYPERMOTION,Spain,69,68,67,62,67,72,GK,67,11,47,20,68,Right
489,5902,Václav Hladký,Burnley,EFL Championship,Czech Republic,69,69,69,69,68,70,GK,69,16,52,27,64,Right
490,5902,Jannik Huth,SC Freiburg,Bundesliga,Germany,69,71,64,74,67,71,GK,64,16,56,24,67,Right
491,5902,Paul Izzo,Randers FC,3F Superliga,Australia,69,70,67,65,68,71,GK,67,14,49,12,60,Right
492,5902,Nordin Jackers,Club Brugge,1A Pro League,Belgium,69,68,68,64,67,71,GK,68,17,48,28,63,Right
493,5902,Kang Hyeon Mu,FC Seoul,K League 1,Korea Republic,69,69,67,64,69,71,GK,67,16,48,25,63,Right
494,5902,Okan Kocuk,Samsunspor,Trendyol Süper Lig,Turkey,69,72,69,60,65,73,GK,69,10,45,23,59,Right
495,5902,Julian Krahl,Kaiserslautern,Bundesliga 2,Germany,69,72,67,65,69,72,GK,67,8,49,14,53,Right
496,5902,Nicolas Kristof,SV Elversberg,Bundesliga 2,Austria,69,71,69,68,69,71,GK,69,8,51,14,50,Right
497,5902,Nicolai Larsen,Silkeborg IF,3F Superliga,Denmark,69,67,69,70,70,71,GK,69,11,53,19,60,Right
498,5902,Nicola Leali,Genoa,Serie A Enilive,Italy,69,72,70,58,64,71,GK,70,13,44,17,62,Right
499,5902,Benjamin Leroy,FC Lorient,Ligue 2 BKT,France,69,66,67,68,69,70,GK,67,13,51,22,69,Right
500,5902,Karlo Letica,Lausanne-Sport,CSSL,Croatia,69,69,65,65,70,70,GK,65,5,49,17,67,Right
501,5902,Tobe Leysen,OH Leuven,1A Pro League,Belgium,69,70,65,65,70,74,GK,65,7,49,18,52,Left
502,5902,Luca Lezzerini,Brescia,Serie BKT,Italy,69,69,67,62,69,71,GK,67,13,47,25,63,Right
503,5902,Liu Dianzuo,Wuhan Three Towns,CSL,China PR,69,67,67,73,69,69,GK,67,15,55,24,63,Right
504,5902,Raúl Lizoain,Albacete BP,LALIGA HYPERMOTION,Spain,69,67,68,67,70,67,GK,68,12,50,24,69,Left
505,5902,Ivan Lučić,Hajduk Split,Liga Hrvatska,Austria,69,69,65,64,67,72,GK,65,8,48,24,67,Right
506,5902,Lucas Lund,Viborg FF,3F Superliga,Denmark,69,70,68,67,69,70,GK,68,9,50,15,58,Right
507,5902,Tiago Sá,SC Braga,Liga Portugal,Portugal,69,70,66,67,69,67,GK,66,9,50,13,71,Right
508,5902,Joël Mall,Servette FC,CSSL,Cyprus,69,70,65,62,67,71,GK,65,9,47,13,67,Right
509,5902,Nico Mantl,Arouca,Liga Portugal,Germany,69,70,69,66,67,71,GK,69,8,50,15,60,Right
510,5902,Fernando Monetti,Sarmiento,Primera División,Argentina,69,70,67,70,68,69,GK,67,19,53,24,67,Right
511,5902,André Moreira,Al Raed,ROSHN Saudi League,Portugal,69,66,69,66,71,70,GK,69,15,50,24,65,Right
512,5902,Obed Nkambadio,Paris FC,Ligue 2 BKT,France,69,71,65,62,66,72,GK,65,8,47,17,66,Right
513,5902,Max O'Leary,Bristol City,EFL Championship,Republic of Ireland,69,73,67,68,68,73,GK,67,10,51,29,53,Right
514,5902,Jan Olschowsky,M'gladbach,Bundesliga,Germany,69,71,69,71,70,69,GK,69,6,53,15,50,Right
515,5902,Rome-Jayden Owusu-Oduro,AZ,Eredivisie,Holland,69,69,65,64,69,72,GK,65,6,48,17,68,Right
516,5902,Daniele Padelli,Udinese,Serie A Enilive,Italy,69,68,69,60,75,66,GK,69,10,45,22,64,Left
517,5902,Germán Parreño,RC Deportivo,LALIGA HYPERMOTION,Spain,69,67,68,66,68,70,GK,68,11,50,24,67,Right
518,5902,Sebastián Pérez,Uni. Católica,Sudamericana,Chile,69,72,67,70,69,72,GK,67,8,53,15,53,Right
519,5902,Samuele Perisan,Empoli,Serie A Enilive,Italy,69,68,64,67,67,74,GK,64,20,50,25,66,Right
520,5902,Cristian Rivero,Albacete BP,LALIGA HYPERMOTION,Spain,69,71,64,67,66,72,GK,64,7,50,18,63,Right
521,5902,Samuel Şahin-Radlinger,FK Austria Wien,Ö. Bundesliga,Austria,69,67,71,65,70,68,GK,71,15,49,16,66,Right
522,5902,Amir Saipi,FC Lugano,CSSL,Switzerland,69,69,67,66,70,70,GK,67,10,50,17,60,Right
523,5902,San Román,Elche CF,LALIGA HYPERMOTION,Spain,69,69,69,69,68,70,GK,69,8,52,18,62,Right
524,5902,Răzvan Sava,Udinese,Serie A Enilive,Romania,69,70,69,63,70,71,GK,69,8,47,10,58,Right
525,5902,Jasper Schendelaar,PEC Zwolle,Eredivisie,Holland,69,68,66,62,66,73,GK,66,10,47,26,66,Right
526,5902,Egil Selvik,FK Haugesund,Eliteserien,Norway,69,69,68,66,68,69,GK,68,5,50,19,62,Left
527,5902,Lawrence Thomas,WS Wanderers,A-League,Australia,69,70,67,69,68,69,GK,67,14,52,15,65,Right
528,5902,Vojtěch Vorel,Sparta Praha,Česká Liga,Czech Republic,69,71,67,70,68,72,GK,67,7,53,10,55,Right
529,5902,Axel Werner,Rosario Central,Libertadores,Argentina,69,72,71,73,67,69,GK,71,19,55,23,55,Right
530,5902,Joe Wildsmith,West Brom,EFL Championship,England,69,68,69,68,69,68,GK,69,13,51,28,60,Right
531,5902,Leopold Zingerle,RB Leipzig,Bundesliga,Germany,69,70,66,66,68,71,GK,66,7,50,15,65,Right
532,6884,Ahn Joon Soo,Suwon FC,K League 1,Korea Republic,68,68,65,62,67,71,GK,65,8,47,12,65,Right
533,6884,Marian Aioani,FC Rapid 1923,SUPERLIGA,Romania,68,68,67,67,67,69,GK,67,8,50,15,65,Right
534,6884,Nawaf Al Aqidi,Al Nassr,ROSHN Saudi League,Saudi Arabia,68,71,66,65,64,69,GK,66,7,49,14,67,Right
535,6884,Ryan Allsop,Birmingham City,EFL League One,England,68,66,67,72,66,69,GK,67,11,54,27,64,Right
536,6884,Alexandros Anagnostopoulos,Olympiacos FC,Hellas Liga,Greece,68,67,66,61,66,71,GK,66,7,46,15,62,Right
537,6884,Nicolas,Pisa,Serie BKT,Brazil,68,71,67,64,65,71,GK,67,18,48,21,58,Right
538,6884,Nordin Bakker,Almere City FC,Eredivisie,Holland,68,67,66,63,72,67,GK,66,9,47,16,65,Right
539,6884,Bao Yaxiong,Shanghai Shenhua,CSL,China PR,68,68,67,61,66,68,GK,67,7,46,15,69,Right
540,6884,Enzo Basilio,En Avant Guingamp,Ligue 2 BKT,France,68,67,65,64,66,69,GK,65,13,48,20,67,Right
541,6884,Nathan Baxter,Bolton,EFL League One,England,68,70,67,62,69,70,GK,67,11,47,11,58,Right
542,6884,Alaa Bellaarouch,Strasbourg,Ligue 1 McDonald's,Morocco,68,71,63,70,68,69,GK,63,6,53,20,61,Right
543,6884,Pelle Boevink,SC Paderborn 07,Bundesliga 2,Holland,68,65,63,65,69,72,GK,63,10,49,15,66,Right
544,6884,Quentin Braat,R. Oviedo,LALIGA HYPERMOTION,France,68,68,65,73,67,68,GK,65,7,55,14,63,Right
545,6884,Chris Brady,Chicago Fire FC,MLS,United States,68,72,64,62,66,73,GK,64,7,47,11,58,Right
546,6884,Thomas Dähne,Holstein Kiel,Bundesliga,Germany,68,71,65,67,63,72,GK,65,14,50,26,65,Right
547,6884,Adam Davies,Sheffield Utd,EFL Championship,Wales,68,69,65,65,67,69,GK,65,11,49,23,67,Right
548,6884,Guillermo De Amores,Peñarol,Libertadores,Uruguay,68,68,65,70,68,68,GK,65,17,53,19,61,Right
549,6884,Diogo Pinto,Sporting CP,Liga Portugal,Portugal,68,72,66,68,70,71,GK,66,8,51,11,47,Right
550,6884,Théo Defourny,Sp. Charleroi,1A Pro League,Belgium,68,68,65,65,69,68,GK,65,14,49,26,68,Right
551,6884,Mathias Dyngeland,SK Brann,Eliteserien,Norway,68,69,66,67,67,68,GK,66,13,50,25,60,Right
552,6884,Tjark Ernst,Hertha BSC,Bundesliga 2,Germany,68,72,68,58,67,71,GK,68,8,44,11,52,Right
553,6884,Gonzalo Falcón,Sportivo Luqueño,Sudamericana,Uruguay,68,67,68,66,65,69,GK,68,7,50,15,68,Right
554,6884,Rodrigo Formento,Cerro Largo,Sudamericana,Uruguay,68,62,68,66,68,71,GK,68,8,50,17,62,Right
555,6884,Jérémy Frick,Servette FC,CSSL,Switzerland,68,69,67,68,64,69,GK,67,4,51,15,65,Left
556,6884,Riccardo Gagno,Modena,Serie BKT,Italy,68,67,68,62,69,71,GK,68,23,47,23,60,Right
557,6884,Joe Gauci,Aston Villa,Premier League,Australia,68,71,65,60,64,72,GK,65,5,45,17,60,Right
558,6884,Felix Gebhardt,Jahn Regensburg,Bundesliga 2,Germany,68,67,64,65,66,71,GK,64,14,49,20,65,Right
559,6884,Antonio Gomis,Atlético de Madrid,LALIGA EA SPORTS,Spain,68,68,65,64,66,70,GK,65,9,48,19,64,Left
560,6884,Ignacio González,Everton,Sudamericana,Chile,68,71,63,60,68,72,GK,63,11,45,17,63,Right
561,6884,Mathieu Gorgelin,Havre AC,Ligue 1 McDonald's,France,68,66,65,68,67,67,GK,65,13,51,14,69,Left
562,6884,Carlos Grados,UCV,Sudamericana,Peru,68,68,67,65,68,66,GK,67,10,49,11,67,Right
563,6884,Etienne Green,Burnley,EFL Championship,England,68,69,68,71,67,69,GK,68,6,53,12,60,Right
564,6884,Kjetil Haug,Odds BK,Eliteserien,Norway,68,69,67,68,68,69,GK,67,13,51,22,58,Right
565,6884,Conor Hazard,Plymouth Argyle,EFL Championship,Northern Ireland,68,69,67,64,68,69,GK,67,8,48,19,57,Left
566,6884,Vítězslav Jaroš,Liverpool,Premier League,Czech Republic,68,70,68,68,66,68,GK,68,11,51,17,63,Right
567,6884,Lukas Jensen,Millwall,EFL Championship,Denmark,68,69,66,62,68,68,GK,66,7,47,25,64,Right
568,6884,Samuel Soares,SL Benfica,Liga Portugal,Portugal,68,68,65,79,64,72,GK,65,9,59,15,63,Right
569,6884,Kristijan Kahlina,Charlotte FC,MLS,Croatia,68,68,69,67,68,69,GK,69,7,50,16,52,Right
570,6884,Jacob Karlstrøm,IFK Göteborg,Allsvenskan,Norway,68,68,66,69,66,69,GK,66,9,52,18,60,Right
571,6884,Kim Gyeong Min,GwangJu FC,K League 1,Korea Republic,68,67,64,61,70,67,GK,64,19,46,21,67,Right
572,6884,Kim Joon Hong,Jeonbuk Hyundai,K League 1,Korea Republic,68,68,66,61,66,72,GK,66,9,46,12,62,Right
573,6884,Mateusz Kochalski,Qarabağ FK,Liga Azerbaijan,Poland,68,69,63,59,69,72,GK,63,12,44,15,60,Right
574,6884,Nils Körber,Fürth,Bundesliga 2,Germany,68,70,65,59,67,72,GK,65,11,44,15,61,Right
575,6884,Filip Kurto,Macarthur FC,A-League,Poland,68,67,65,60,66,71,GK,65,13,45,15,67,Right
576,6884,Marcos Ledesma,Gimnasia,Primera División,Argentina,68,70,65,61,67,69,GK,65,12,46,31,66,Right
577,6884,Lee Gwang Yeon,Gangwon FC,K League 1,Korea Republic,68,70,62,58,66,74,GK,62,8,44,14,62,Right
578,6884,Sebastián Lentinelly,Liverpool,Libertadores,Uruguay,68,63,71,61,63,75,GK,71,8,46,21,63,Right
579,6884,Marcel Lotka,Borussia Dortmund,Bundesliga,Poland,68,68,65,56,69,71,GK,65,11,42,10,66,Right
580,6884,Ian Mackay,CD Eldense,LALIGA HYPERMOTION,Spain,68,70,66,61,64,70,GK,66,20,46,20,66,Right
581,6884,Zac MacMath,Real Salt Lake,MLS,United States,68,68,67,69,66,69,GK,67,18,52,17,62,Right
582,6884,Martin Männel,FC Erzgebirge Aue,3. Liga,Germany,68,71,67,58,66,70,GK,67,12,44,36,62,Right
583,6884,Dani Martín,CD Eldense,LALIGA HYPERMOTION,Spain,68,67,66,68,67,69,GK,66,13,51,20,66,Right
584,6884,Marc Martínez,Granada CF,LALIGA HYPERMOTION,Spain,68,70,68,65,66,71,GK,68,19,49,38,58,Right
585,6884,Christian Mathenia,1. FC Nürnberg,Bundesliga 2,Germany,68,69,68,52,67,70,GK,68,12,39,23,66,Right
586,6884,Phillip Menzel,Saarbrücken,3. Liga,Germany,68,69,67,66,67,68,GK,67,5,50,15,62,Right
587,6884,Dimitar Mitov,Aberdeen,Scottish Prem,Bulgaria,68,68,65,58,69,71,GK,65,14,44,33,60,Right
588,6884,Lionel Mpasi,Rodez AF,Ligue 2 BKT,Congo DR,68,69,67,67,66,67,GK,67,19,50,32,66,Right
589,6884,Bartosz Mrozek,Lech Poznań,PKO BP Ekstraklasa,Poland,68,69,67,63,69,70,GK,67,7,47,21,55,Right
590,6884,Lee Nicholls,Huddersfield,EFL League One,England,68,67,68,61,66,68,GK,68,11,46,23,72,Right
591,6884,Roland Niczuly,Sepsi OSK,SUPERLIGA,Romania,68,67,65,70,68,70,GK,65,15,53,22,59,Right
592,6884,Kristoffer Nordfeldt,AIK,Allsvenskan,Sweden,68,66,65,66,67,66,GK,65,13,50,13,74,Right
593,6884,Will Norris,Portsmouth,EFL Championship,England,68,69,67,69,65,69,GK,67,10,52,16,63,Left
594,6884,Oh Seung Hoon,Daegu FC,K League 1,Korea Republic,68,69,66,61,71,69,GK,66,17,46,21,59,Right
595,6884,Alexandre Olliero,Stade de Reims,Ligue 1 McDonald's,France,68,68,63,66,67,70,GK,63,17,50,27,64,Right
596,6884,Berke Özer,Eyüpspor,Trendyol Süper Lig,Turkey,68,66,68,65,65,71,GK,68,11,49,18,63,Right
597,6884,Joaquín Papaleo,Instituto,Primera División,Argentina,68,67,66,64,68,67,GK,66,11,48,25,66,Right
598,6884,Aynsley Pears,Blackburn Rovers,EFL Championship,England,68,70,64,65,65,72,GK,64,10,49,14,65,Right
599,6884,František Plach,Piast Gliwice,PKO BP Ekstraklasa,Slovakia,68,66,66,65,67,66,GK,66,9,49,10,70,Left
600,6884,Julian Pollersbeck,Jahn Regensburg,Bundesliga 2,Germany,68,69,64,68,68,68,GK,64,12,51,22,68,Right
601,6884,Mihai Popa,CFR 1907 Cluj,SUPERLIGA,Romania,68,66,66,62,63,72,GK,66,12,47,17,67,Right
602,6884,Laurențiu Popescu,Univ. Craiova,SUPERLIGA,Romania,68,68,67,67,67,69,GK,67,9,50,13,57,Right
603,6884,Maxence Prévot,OH Leuven,1A Pro League,France,68,68,69,68,68,67,GK,69,7,51,14,63,Right
604,6884,Henrich Ravas,Cracovia,PKO BP Ekstraklasa,Slovakia,68,67,67,64,70,69,GK,67,10,48,15,63,Right
605,6884,Dominik Reimann,1. FC Magdeburg,Bundesliga 2,Germany,68,68,66,73,70,68,GK,66,6,55,17,60,Right
606,6884,Thiago Rodrigues,Arouca,Liga Portugal,Brazil,68,67,62,69,68,68,GK,62,9,52,31,70,Right
607,6884,Nicolás Rossi,S. Ameliano,Sudamericana,Uruguay,68,64,67,56,69,70,GK,67,6,42,14,65,Right
608,6884,Oliver Sail,Perth Glory,A-League,New Zealand,68,75,69,50,61,69,GK,69,18,38,21,65,Right
609,6884,Raphael Sallinger,TSV Hartberg,Ö. Bundesliga,Austria,68,69,68,64,68,68,GK,68,12,48,23,62,Right
610,6884,Franco Saravia,Alianza Lima,Libertadores,Peru,68,66,64,61,67,70,GK,64,7,46,18,68,Right
611,6884,Tobias Sippel,M'gladbach,Bundesliga,Germany,68,67,65,74,66,67,GK,65,12,56,18,70,Right
612,6884,Jonathan Sirois,CF Montréal,MLS,Canada,68,69,65,55,69,69,GK,65,9,41,18,64,Right
613,6884,Gabriel Slonina,Barnsley,EFL League One,United States,68,70,65,63,65,70,GK,65,10,47,13,68,Right
614,6884,Jed Steer,Peterborough,EFL League One,England,68,69,67,67,68,68,GK,67,11,50,41,63,Left
615,6884,Brad Stuver,Austin FC,MLS,United States,68,68,68,66,68,69,GK,68,17,50,25,62,Right
616,6884,Péter Szappanos,Al Fateh,ROSHN Saudi League,Hungary,68,66,63,60,65,74,GK,63,17,45,19,66,Right
617,6884,Marián Tvrdoň,Viktoria Plzeň,Česká Liga,Slovakia,68,69,67,68,70,71,GK,67,8,51,12,52,Right
618,6884,Hakon Valdimarsson,Brentford,Premier League,Iceland,68,68,65,64,68,69,GK,65,11,48,12,65,Right
619,6884,Tom Vandenberghe,KV Kortrijk,1A Pro League,Belgium,68,68,65,61,70,69,GK,65,7,46,18,66,Right
620,6884,Cristopher Varela,Dep. La Guaira,Sudamericana,Venezuela,68,64,68,71,65,70,GK,68,13,53,20,64,Right
621,6884,Devis Vásquez,Empoli,Serie A Enilive,Colombia,68,67,66,68,64,71,GK,66,8,51,16,70,Right
622,6884,Guido Villar,IDV,Libertadores,Argentina,68,68,65,65,66,69,GK,65,8,49,15,67,Right
623,6884,Christian Walton,Ipswich,Premier League,England,68,69,68,64,66,69,GK,68,17,48,23,65,Left
624,6884,Ben Wilson,Coventry City,EFL Championship,England,68,71,67,62,65,72,GK,67,19,47,32,57,Right
625,6884,Lukáš Zima,FC Petrolul,SUPERLIGA,Czech Republic,68,69,66,62,69,67,GK,66,12,47,23,61,Right
626,7937,Peter Abrahamsson,BK Häcken,Allsvenskan,Sweden,67,67,68,67,65,68,GK,68,18,50,17,61,Right
627,7937,Iker Álvarez,Villarreal CF,LALIGA EA SPORTS,Andorra,67,67,66,67,68,68,GK,66,7,50,13,59,Right
628,7937,Lorenzo Andrenacci,Brescia,Serie BKT,Italy,67,67,68,61,68,68,GK,68,13,46,20,58,Right
629,7937,Renzo Bacchia,Racing Club,Sudamericana,Uruguay,67,67,66,62,66,66,GK,66,9,47,11,68,Right
630,7937,Steven Benda,Fulham,Premier League,Germany,67,67,65,61,66,70,GK,65,5,46,12,58,Right
631,7937,Per Kristian Bråtveit,Strømsgodset IF,Eliteserien,Norway,67,66,64,68,66,68,GK,64,15,51,15,69,Right
632,7937,Sascha Burchert,FC St. Pauli,Bundesliga,Germany,67,66,66,62,70,64,GK,66,14,47,17,65,Right
633,7937,Cătălin Căbuz,FC Hermannstadt,SUPERLIGA,Romania,67,69,62,62,63,72,GK,62,7,47,18,64,Right
634,7937,Josh Cohen,Atlanta United,MLS,United States,67,67,66,62,68,63,GK,66,7,47,12,65,Right
635,7937,Nikita Contini,SSC Napoli,Serie A Enilive,Ukraine,67,68,66,61,64,69,GK,66,15,46,26,63,Right
636,7937,Iván Cuéllar,RCD Mallorca,LALIGA EA SPORTS,Spain,67,65,67,64,66,67,GK,67,15,48,25,66,Left
637,7937,Jamie Cumming,Oxford United,EFL Championship,England,67,66,65,66,65,67,GK,65,5,50,17,64,Right
638,7937,Pedro Trigueira,AVS Futebol SAD,Liga Portugal,Portugal,67,65,64,66,67,64,GK,64,15,50,14,73,Right
639,7937,Fabian de Keijzer,Heracles Almelo,Eredivisie,Holland,67,67,63,67,66,69,GK,63,9,50,19,68,Right
640,7937,Will Dennis,AFC Bournemouth,Premier League,England,67,70,65,63,66,69,GK,65,7,47,17,54,Right
641,7937,Ismael Diawara,AIK,Allsvenskan,Mali,67,72,63,62,64,71,GK,63,7,47,14,59,Right
642,7937,Thomas Didillon-Hödl,Willem II,Eredivisie,France,67,68,62,68,66,71,GK,62,13,51,22,62,Left
643,7937,Guillaume Dietsch,FCV Dender EH,1A Pro League,France,67,69,65,63,63,70,GK,65,8,47,10,65,Right
644,7937,Ouparine Djoco,Clermont Foot 63,Ligue 2 BKT,Guinea-Bissau,67,70,66,68,64,69,GK,66,10,51,29,60,Left
645,7937,Oliver Dovin,Coventry City,EFL Championship,Sweden,67,68,65,66,66,68,GK,65,6,50,11,58,Right
646,7937,Matthieu Dreyer,Strasbourg,Ligue 1 McDonald's,France,67,67,68,63,67,68,GK,68,10,47,11,59,Right
647,7937,Florian Escales,FC Annecy,Ligue 2 BKT,France,67,70,69,64,68,65,GK,69,5,48,14,52,Left
648,7937,Timothy Fayulu,FC Sion,CSSL,Congo DR,67,68,66,62,65,69,GK,66,6,47,10,64,Right
649,7937,Marco Festa,Mantova,Serie BKT,Italy,67,67,66,70,66,70,GK,66,17,53,13,54,Right
650,7937,Vincenzo Fiorillo,Salernitana,Serie BKT,Italy,67,69,63,60,65,68,GK,63,15,45,22,66,Right
651,7937,Matt Freese,New York City FC,MLS,United States,67,69,67,68,67,68,GK,67,6,51,10,55,Right
652,7937,Caio Secco,Moreirense FC,Liga Portugal,Brazil,67,62,65,60,71,66,GK,65,15,45,17,66,Right
653,7937,Daniel Grimshaw,Plymouth Argyle,EFL Championship,England,67,69,62,69,65,69,GK,62,12,52,22,60,Right
654,7937,Mads Hedenstad,Lillestrøm SK,Eliteserien,Norway,67,68,66,65,66,68,GK,66,23,49,18,60,Right
655,7937,Marco Hiller,1860 München,3. Liga,Germany,67,69,66,56,68,72,GK,66,9,42,20,54,Right
656,7937,Robin Himmelmann,Karlsruher SC,Bundesliga 2,Germany,67,68,63,59,65,70,GK,63,9,44,20,65,Right
657,7937,Hou Sen,Beijing FC,CSL,China PR,67,65,67,59,66,67,GK,67,12,44,15,63,Right
658,7937,Matt Ingram,Oxford United,EFL Championship,England,67,70,65,67,64,71,GK,65,13,50,18,58,Left
659,7937,Aljaž Ivačič,New England,MLS,Slovenia,67,69,65,62,64,70,GK,65,9,47,10,63,Right
660,7937,Hidde Jurjus,FC Groningen,Eredivisie,Holland,67,68,62,63,65,69,GK,62,14,47,23,63,Right
661,7937,Lovre Kalinić,Hajduk Split,Liga Hrvatska,Croatia,67,70,63,53,68,69,GK,63,12,40,22,62,Left
662,7937,Mads Kikkenborg,RSC Anderlecht,1A Pro League,Denmark,67,67,66,67,66,69,GK,66,9,50,15,55,Right
663,7937,Carl Klaus,Union Berlin,Bundesliga,Germany,67,67,69,66,65,70,GK,69,7,50,13,52,Right
664,7937,Senne Lammens,Royal Antwerp FC,1A Pro League,Belgium,67,71,65,61,63,69,GK,65,10,46,11,58,Right
665,7937,Rafał Leszczyński,Śląsk Wrocław,PKO BP Ekstraklasa,Poland,67,69,66,69,67,68,GK,66,12,52,16,55,Right
666,7937,George Long,Norwich,EFL Championship,England,67,67,66,66,67,68,GK,66,13,50,22,58,Left
667,7937,Silviu Lung,Univ. Craiova,SUPERLIGA,Romania,67,66,66,65,67,66,GK,66,14,49,17,65,Right
668,7937,Matt Macey,Colchester,EFL League Two,England,67,69,66,64,65,66,GK,66,16,48,22,59,Right
669,7937,Jefersson Martínez,Junior,Libertadores,Colombia,67,67,65,66,67,66,GK,65,13,50,22,60,Right
670,7937,Chris Maxwell,Huddersfield,EFL League One,Wales,67,68,65,67,68,67,GK,65,11,50,20,60,Right
671,7937,John McCarthy,LA Galaxy,MLS,United States,67,68,68,60,66,69,GK,68,17,45,18,58,Right
672,7937,Víctor Mendoza,Barcelona SC,Libertadores,Ecuador,67,67,67,66,65,68,GK,67,7,50,16,58,Left
673,7937,Mathieu Michel,AC Ajaccio,Ligue 2 BKT,France,67,68,66,65,62,70,GK,66,12,49,14,66,Right
674,7937,Tomeu Nadal,CD Tenerife,LALIGA HYPERMOTION,Spain,67,65,62,62,68,69,GK,62,14,47,23,65,Right
675,7937,Massamba Ndiaye,Clermont Foot 63,Ligue 2 BKT,Senegal,67,70,65,65,63,71,GK,65,7,49,19,54,Left
676,7937,Diego Novoa,Millonarios,Libertadores,Colombia,67,64,72,73,68,62,GK,72,15,55,20,57,Right
677,7937,Christian Ortag,SSV Ulm 1846,Bundesliga 2,Germany,67,70,67,60,68,68,GK,67,18,45,23,51,Right
678,7937,Miquel Parera,R. Racing Club,LALIGA HYPERMOTION,Spain,67,70,65,62,61,70,GK,65,11,47,21,62,Right
